date,month,token,cmc_id,price_usd,circulating,total_reported,max_reported,market_cap_usd,row_last_updated,quote_last_updated,source_url,policy_ceiling,ratio
2020-05-03,2020-05,SOL,5426,0.67953457,,500000000.0,,0.0,2020-05-03T23:59:10.000Z,2020-05-03T00:00:00.000Z,https://api.coinmarketcap.com/data-api/v3/cryptocurrency/listings/historical?date=20200503&start=501&limit=5000&convertId=2781,,
2020-06-07,2020-06,BTC,1,9758.8524174,18397681.0,18397681.0,21000000.0,179540253701.40405,2020-06-07T23:59:00.000Z,2020-06-07T00:00:00.000Z,https://coinmarketcap.com/historical/20200607/,21000000.0,0.8760800476190476
2020-06-07,2020-06,ETH,1027,245.16725914,111256533.999,111256533.999,,27276459502.39608,2020-06-07T23:59:00.000Z,2020-06-07T00:00:00.000Z,https://coinmarketcap.com/historical/20200607/,,
2020-06-07,2020-06,ADA,2010,0.08665432,25927070538.0,31112483745.0,45000000000.0,2246692653.277001,2020-06-07T23:59:01.000Z,2020-06-07T00:00:00.000Z,https://coinmarketcap.com/historical/20200607/,45000000000.0,0.5761571230666667
2020-06-07,2020-06,ATOM,3794,3.02690067,190688439.2,237928230.821588,,577194964.6617669,2020-06-07T23:59:02.000Z,2020-06-07T00:00:00.000Z,https://coinmarketcap.com/historical/20200607/,,
2020-06-07,2020-06,SOL,5426,0.61657785,17250489.5461051,488630184.964502,,10636269.83129035,2020-06-07T23:59:03.000Z,2020-06-07T00:00:00.000Z,https://api.coinmarketcap.com/data-api/v3/cryptocurrency/listings/historical?date=20200607&start=201&limit=5000&convertId=2781,,
2020-07-05,2020-07,BTC,1,9073.94286936,18424375.0,18424375.0,21000000.0,167181726153.66464,2020-07-05T23:59:00.000Z,2020-07-05T00:00:00.000Z,https://coinmarketcap.com/historical/20200705/,21000000.0,0.8773511904761905
2020-07-05,2020-07,ETH,1027,227.66459871,111637693.3115,111637693.3115,,25415950648.561058,2020-07-05T23:59:22.000Z,2020-07-05T00:00:00.000Z,https://coinmarketcap.com/historical/20200705/,,
2020-07-05,2020-07,ADA,2010,0.09821067,25927070538.0,31112483745.0,45000000000.0,2546315062.6650567,2020-07-05T23:59:22.000Z,2020-07-05T00:00:00.000Z,https://coinmarketcap.com/historical/20200705/,45000000000.0,0.5761571230666667
2020-07-05,2020-07,ATOM,3794,2.92524333,190688439.2,237928230.821588,,557810084.8111695,2020-07-05T23:59:29.000Z,2020-07-05T00:00:00.000Z,https://coinmarketcap.com/historical/20200705/,,
2020-07-05,2020-07,SOL,5426,0.69166356,17248220.6206596,488627916.039056,,11929965.7302922,2020-07-05T23:59:34.000Z,2020-07-05T00:00:00.000Z,https://api.coinmarketcap.com/data-api/v3/cryptocurrency/listings/historical?date=20200705&start=201&limit=5000&convertId=2781,,
2020-08-02,2020-08,BTC,1,11053.613901,18449725.0,18449725.0,21000000.0,203936136729.62723,2020-08-02T23:59:00.000Z,2020-08-02T00:00:00.000Z,https://coinmarketcap.com/historical/20200802/,21000000.0,0.8785583333333333
2020-08-02,2020-08,ETH,1027,370.67171149,112019132.499,112019132.499,,41522323563.25345,2020-08-02T23:59:06.000Z,2020-08-02T00:00:00.000Z,https://coinmarketcap.com/historical/20200802/,,
2020-08-02,2020-08,ADA,2010,0.13350459,25927070538.0,31112483745.0,45000000000.0,3461382969.2899647,2020-08-02T23:59:07.000Z,2020-08-02T00:00:00.000Z,https://coinmarketcap.com/historical/20200802/,45000000000.0,0.5761571230666667
2020-08-02,2020-08,ATOM,3794,3.89179788,190688439.2,237928230.821588,,742120862.7421249,2020-08-02T23:59:08.000Z,2020-08-02T00:00:00.000Z,https://coinmarketcap.com/historical/20200802/,,
2020-08-02,2020-08,SOL,5426,1.74281035,17244959.3353648,488624654.753761,,30054693.61138145,2020-08-02T23:59:19.000Z,2020-08-02T00:00:00.000Z,https://api.coinmarketcap.com/data-api/v3/cryptocurrency/listings/historical?date=20200802&start=201&limit=5000&convertId=2781,,
2020-09-06,2020-09,BTC,1,10280.3517032,18481587.0,18481587.0,21000000.0,189997214393.28897,2020-09-06T23:59:00.000Z,2020-09-06T00:00:00.000Z,https://coinmarketcap.com/historical/20200906/,21000000.0,0.8800755714285714
2020-09-06,2020-09,ETH,1027,353.36226568,112496215.3115,112496215.3115,,39751917522.78425,2020-09-06T23:59:01.000Z,2020-09-06T00:00:00.000Z,https://coinmarketcap.com/historical/20200906/,,
2020-09-06,2020-09,ADA,2010,0.09305961,25927070538.0,31112483745.0,45000000000.0,2412763133.868137,2020-09-06T23:59:01.000Z,2020-09-06T00:00:00.000Z,https://coinmarketcap.com/historical/20200906/,45000000000.0,0.5761571230666667
2020-09-06,2020-09,ATOM,3794,5.18561108,202701695.428002,260486298.428002,,1051132158.2428517,2020-09-06T23:59:03.000Z,2020-09-06T00:00:00.000Z,https://coinmarketcap.com/historical/20200906/,,
2020-09-06,2020-09,SOL,5426,3.08604269,33598095.3866334,488620483.363086,,103685156.76495712,2020-09-06T23:59:04.000Z,2020-09-06T00:00:00.000Z,https://coinmarketcap.com/historical/20200906/,,
2020-09-06,2020-09,DOT,6636,4.79946794,852647705.0,987964778.0,,4092255324.1597605,2020-09-06T23:59:06.000Z,2020-09-06T00:00:00.000Z,https://coinmarketcap.com/historical/20200906/,,
2020-10-04,2020-10,BTC,1,10669.58254327,18528168.0,18528168.0,21000000.0,197687817851.48438,2020-10-04T23:00:00.000Z,2020-10-04T00:00:00.000Z,https://coinmarketcap.com/historical/20201004/,21000000.0,0.8822937142857142
2020-10-04,2020-10,ETH,1027,352.5790067,113186353.4365,113186353.4365,,39907132066.83182,2020-10-04T23:00:00.000Z,2020-10-04T00:00:00.000Z,https://coinmarketcap.com/historical/20201004/,,
2020-10-04,2020-10,ADA,2010,0.09634828,31112484646.0,45000000000.0,45000000000.0,2997634376.578529,2020-10-04T23:00:00.000Z,2020-10-04T00:00:00.000Z,https://coinmarketcap.com/historical/20201004/,45000000000.0,0.6913885476888889
2020-10-04,2020-10,ATOM,3794,5.30681872,204976407.791012,262761010.791012,,1087772638.6359282,2020-10-04T23:00:00.000Z,2020-10-04T00:00:00.000Z,https://coinmarketcap.com/historical/20201004/,,
2020-10-04,2020-10,SOL,5426,2.51599459,45768306.7398729,488609512.0782726,,115152812.05176513,2020-10-04T23:00:00.000Z,2020-10-04T00:00:00.000Z,https://coinmarketcap.com/historical/20201004/,,
2020-10-04,2020-10,AVAX,5805,3.96110965,24500000.0,360000000.0,720000000.0,97047186.38243811,2020-10-04T23:00:00.000Z,2020-10-04T00:00:00.000Z,https://coinmarketcap.com/historical/20201004/,720000000.0,0.034027777777777775
2020-10-04,2020-10,DOT,6636,4.17391126,852647705.0,987964778.0,,3558875853.0090723,2020-10-04T23:00:00.000Z,2020-10-04T00:00:00.000Z,https://coinmarketcap.com/historical/20201004/,,
2020-11-01,2020-11,BTC,1,13737.10982864,18531537.0,18531537.0,21000000.0,254569759062.58606,2020-11-01T23:00:00.000Z,2020-11-01T00:00:00.000Z,https://coinmarketcap.com/historical/20201101/,21000000.0,0.8824541428571429
2020-11-01,2020-11,ETH,1027,396.35818693,113251873.4365,113251873.4365,,44888307221.40616,2020-11-01T23:00:00.000Z,2020-11-01T00:00:00.000Z,https://coinmarketcap.com/historical/20201101/,,
2020-11-01,2020-11,ADA,2010,0.09819689,31112484646.0,45000000000.0,45000000000.0,3055149296.555805,2020-11-01T23:00:00.000Z,2020-11-01T00:00:00.000Z,https://coinmarketcap.com/historical/20201101/,45000000000.0,0.6913885476888889
2020-11-01,2020-11,ATOM,3794,4.7356045,205193053.287534,262977656.287534,,971713146.0648521,2020-11-01T23:00:00.000Z,2020-11-01T00:00:00.000Z,https://coinmarketcap.com/historical/20201101/,,
2020-11-01,2020-11,SOL,5426,1.5998403,45788385.64918699,488608332.2446317,,73254104.4517357,2020-11-01T23:00:00.000Z,2020-11-01T00:00:00.000Z,https://coinmarketcap.com/historical/20201101/,,
2020-11-01,2020-11,AVAX,5805,3.68266358,24500000.0,360000000.0,720000000.0,90225257.623674,2020-11-01T23:00:00.000Z,2020-11-01T00:00:00.000Z,https://coinmarketcap.com/historical/20201101/,720000000.0,0.034027777777777775
2020-11-01,2020-11,NEAR,6535,0.63429566,174876443.0,1000000000.0,,110923368.56484078,2020-11-01T23:00:00.000Z,2020-11-01T00:00:00.000Z,https://coinmarketcap.com/historical/20201101/,,
2020-11-01,2020-11,DOT,6636,4.22561493,852647705.0,987964778.0,,3602960876.341059,2020-11-01T23:00:00.000Z,2020-11-01T00:00:00.000Z,https://coinmarketcap.com/historical/20201101/,,
2020-12-06,2020-12,BTC,1,19345.12095871,18564037.0,18564037.0,21000000.0,359123541247.0556,2020-12-06T23:00:00.000Z,2020-12-06T00:00:00.000Z,https://coinmarketcap.com/historical/20201206/,21000000.0,0.8840017619047619
2020-12-06,2020-12,ETH,1027,601.90899244,113726029.5615,113726029.5615,,68452719868.01412,2020-12-06T23:00:00.000Z,2020-12-06T00:00:00.000Z,https://coinmarketcap.com/historical/20201206/,,
2020-12-06,2020-12,ADA,2010,0.15886675,31112484646.0,45000000000.0,45000000000.0,4942739300.766465,2020-12-06T23:00:00.000Z,2020-12-06T00:00:00.000Z,https://coinmarketcap.com/historical/20201206/,45000000000.0,0.6913885476888889
2020-12-06,2020-12,ATOM,3794,5.20797196,206847556.783662,264632159.783662,,1077256275.9665945,2020-12-06T23:00:00.000Z,2020-12-06T00:00:00.000Z,https://coinmarketcap.com/historical/20201206/,,
2020-12-06,2020-12,SOL,5426,1.85424895,46263585.71162885,488595688.8181484,,85784205.38624497,2020-12-06T23:00:00.000Z,2020-12-06T00:00:00.000Z,https://coinmarketcap.com/historical/20201206/,,
2020-12-06,2020-12,AVAX,5805,3.59960891,24500000.0,360000000.0,720000000.0,88190418.34327628,2020-12-06T23:00:00.000Z,2020-12-06T00:00:00.000Z,https://coinmarketcap.com/historical/20201206/,720000000.0,0.034027777777777775
2020-12-06,2020-12,NEAR,6535,1.03468791,196911019.0,1000000000.0,,203741451.3272049,2020-12-06T23:00:00.000Z,2020-12-06T00:00:00.000Z,https://coinmarketcap.com/historical/20201206/,,
2020-12-06,2020-12,DOT,6636,5.135868,885352072.397593,1019375179.6890911,,4547051375.878827,2020-12-06T23:00:00.000Z,2020-12-06T00:00:00.000Z,https://coinmarketcap.com/historical/20201206/,,
2021-01-03,2021-01,BTC,1,32782.02446581,18589737.0,18589737.0,21000000.0,609409213147.0334,2021-01-03T23:00:00.000Z,2021-01-03T00:00:00.000Z,https://coinmarketcap.com/historical/20210103/,21000000.0,0.8852255714285714
2021-01-03,2021-01,ETH,1027,975.50767291,114104674.624,114104674.624,,111309985610.90729,2021-01-03T23:00:00.000Z,2021-01-03T00:00:00.000Z,https://coinmarketcap.com/historical/20210103/,,
2021-01-03,2021-01,ADA,2010,0.20499536,31112484646.0,45000000000.0,45000000000.0,6377915101.911628,2021-01-03T23:00:00.000Z,2021-01-03T00:00:00.000Z,https://coinmarketcap.com/historical/20210103/,45000000000.0,0.6913885476888889
2021-01-03,2021-01,ATOM,3794,5.81389797,208247564.617027,266032167.617027,,1210730092.4053895,2021-01-03T23:00:00.000Z,2021-01-03T00:00:00.000Z,https://coinmarketcap.com/historical/20210103/,,
2021-01-03,2021-01,SOL,5426,2.16175192,46569948.18255906,488592653.44681746,488630611.0,100672674.81180388,2021-01-03T23:00:00.000Z,2021-01-03T00:00:00.000Z,https://coinmarketcap.com/historical/20210103/,,
2021-01-03,2021-01,AVAX,5805,3.47294394,76937055.27646953,360000000.0,720000000.0,267198080.18400827,2021-01-03T23:00:00.000Z,2021-01-03T00:00:00.000Z,https://coinmarketcap.com/historical/20210103/,720000000.0,0.10685702121731878
2021-01-03,2021-01,NEAR,6535,1.47271783,196911019.0,1000000000.0,1000000000.0,289994369.5751601,2021-01-03T23:00:00.000Z,2021-01-03T00:00:00.000Z,https://coinmarketcap.com/historical/20210103/,,
2021-01-03,2021-01,DOT,6636,10.03328252,896530965.4956588,1030588728.9519308,,8995148461.427736,2021-01-03T23:00:00.000Z,2021-01-03T00:00:00.000Z,https://coinmarketcap.com/historical/20210103/,,
2021-02-07,2021-02,BTC,1,38903.44147971,18622487.0,18622487.0,21000000.0,724478833211.1024,2021-02-07T23:00:00.000Z,2021-02-07T00:00:00.000Z,https://coinmarketcap.com/historical/20210207/,21000000.0,0.8867850952380952
2021-02-07,2021-02,ETH,1027,1614.22782334,114578160.499,114578160.499,,184955254624.64575,2021-02-07T23:00:00.000Z,2021-02-07T00:00:00.000Z,https://coinmarketcap.com/historical/20210207/,,
2021-02-07,2021-02,ADA,2010,0.66323787,31112484646.0,45000000000.0,45000000000.0,20634977898.625393,2021-02-07T23:00:00.000Z,2021-02-07T00:00:00.000Z,https://coinmarketcap.com/historical/20210207/,45000000000.0,0.6913885476888889
2021-02-07,2021-02,ATOM,3794,13.91670339,210028496.316186,267813099.316186,,2922904286.540939,2021-02-07T23:00:00.000Z,2021-02-07T00:00:00.000Z,https://coinmarketcap.com/historical/20210207/,,
2021-02-07,2021-02,SOL,5426,6.70046276,261900137.02858052,488630611.0,488630611.0,1754852114.1096504,2021-02-07T23:00:00.000Z,2021-02-07T00:00:00.000Z,https://coinmarketcap.com/historical/20210207/,,
2021-02-07,2021-02,AVAX,5805,24.2071792,76937055.27646953,360000000.0,720000000.0,1862429084.0435638,2021-02-07T23:00:00.000Z,2021-02-07T00:00:00.000Z,https://coinmarketcap.com/historical/20210207/,720000000.0,0.10685702121731878
2021-02-07,2021-02,NEAR,6535,3.39232648,278238712.0,1000000000.0,1000000000.0,943876549.7749835,2021-02-07T23:00:00.000Z,2021-02-07T00:00:00.000Z,https://coinmarketcap.com/historical/20210207/,,
2021-02-07,2021-02,DOT,6636,19.793615,908009246.8839117,1041898928.2594537,,17972785450.430878,2021-02-07T23:00:00.000Z,2021-02-07T00:00:00.000Z,https://coinmarketcap.com/historical/20210207/,,
2021-03-07,2021-03,BTC,1,51206.69295308,18647581.0,18647581.0,21000000.0,954880954584.636,2021-03-07T23:00:00.000Z,2021-03-07T00:00:00.000Z,https://coinmarketcap.com/historical/20210307/,21000000.0,0.8879800476190476
2021-03-07,2021-03,ETH,1027,1723.15379607,114956971.0615,114956971.0615,,198088541069.54654,2021-03-07T23:00:00.000Z,2021-03-07T00:00:00.000Z,https://coinmarketcap.com/historical/20210307/,,
2021-03-07,2021-03,ADA,2010,1.13336664,31948309440.747814,45000000000.0,45000000000.0,36209148044.41363,2021-03-07T23:00:00.000Z,2021-03-07T00:00:00.000Z,https://coinmarketcap.com/historical/20210307/,45000000000.0,0.7099624320166181
2021-03-07,2021-03,ATOM,3794,19.4936591,211457944.030702,269242547.030702,,4122089074.0526247,2021-03-07T23:00:00.000Z,2021-03-07T00:00:00.000Z,https://coinmarketcap.com/historical/20210307/,,
2021-03-07,2021-03,SOL,5426,13.87773227,261900137.02858052,488630611.0,488630611.0,3634579982.52872,2021-03-07T23:00:00.000Z,2021-03-07T00:00:00.000Z,https://coinmarketcap.com/historical/20210307/,,
2021-03-07,2021-03,AVAX,5805,26.65015533,83937049.24313256,378765180.96313256,720000000.0,2236935400.095314,2021-03-07T23:00:00.000Z,2021-03-07T00:00:00.000Z,https://coinmarketcap.com/historical/20210307/,720000000.0,0.11657923505990633
2021-03-07,2021-03,NEAR,6535,4.27962253,309626601.0,1000000000.0,1000000000.0,1325084976.3976567,2021-03-07T23:00:00.000Z,2021-03-07T00:00:00.000Z,https://coinmarketcap.com/historical/20210307/,,
2021-03-07,2021-03,DOT,6636,35.18865962,916087269.7000932,1051887433.2409173,,32235883114.921803,2021-03-07T23:00:00.000Z,2021-03-07T00:00:00.000Z,https://coinmarketcap.com/historical/20210307/,,
2021-04-04,2021-04,BTC,1,58758.55629127,18673581.0,18673581.0,21000000.0,1097232660348.1576,2021-04-04T23:00:00.000Z,2021-04-04T00:00:00.000Z,https://coinmarketcap.com/historical/20210404/,21000000.0,0.8892181428571428
2021-04-04,2021-04,ETH,1027,2093.12285275,115335723.0615,115335723.0615,,241411837678.00256,2021-04-04T23:00:00.000Z,2021-04-04T00:00:00.000Z,https://coinmarketcap.com/historical/20210404/,,
2021-04-04,2021-04,ADA,2010,1.19141987,31948309440.7478,45000000000.0,45000000000.0,38063850600.58149,2021-04-04T23:00:00.000Z,2021-04-04T00:00:00.000Z,https://coinmarketcap.com/historical/20210404/,45000000000.0,0.7099624320166178
2021-04-04,2021-04,ATOM,3794,21.73773211,212003140.664671,269787743.664671,,4608467478.685777,2021-04-04T23:00:00.000Z,2021-04-04T00:00:00.000Z,https://coinmarketcap.com/historical/20210404/,,
2021-04-04,2021-04,SOL,5426,24.06132316,268284066.09261915,492408576.4354237,,6455269614.094441,2021-04-04T23:00:00.000Z,2021-04-04T00:00:00.000Z,https://coinmarketcap.com/historical/20210404/,,
2021-04-04,2021-04,AVAX,5805,29.32971208,128028915.75900275,382194950.75900275,720000000.0,3755051237.11232,2021-04-04T23:00:00.000Z,2021-04-04T00:00:00.000Z,https://coinmarketcap.com/historical/20210404/,720000000.0,0.17781793855417047
2021-04-04,2021-04,NEAR,6535,6.09568485,339257736.0,1000000000.0,1000000000.0,2068008241.7002542,2021-04-04T23:00:00.000Z,2021-04-04T00:00:00.000Z,https://coinmarketcap.com/historical/20210404/,,
2021-04-04,2021-04,DOT,6636,44.65221029,925924766.9844159,1061948880.4386038,,41344587411.553825,2021-04-04T23:00:00.000Z,2021-04-04T00:00:00.000Z,https://coinmarketcap.com/historical/20210404/,,
2021-05-02,2021-05,BTC,1,56631.07741255,18697543.0,18697543.0,21000000.0,1058862005057.4882,2021-05-02T23:00:00.000Z,2021-05-02T00:00:00.000Z,https://coinmarketcap.com/historical/20210502/,21000000.0,0.8903591904761905
2021-05-02,2021-05,ETH,1027,2952.05605494,115713633.999,115713633.999,,341593133885.9346,2021-05-02T23:00:00.000Z,2021-05-02T00:00:00.000Z,https://coinmarketcap.com/historical/20210502/,,
2021-05-02,2021-05,ADA,2010,1.32681236,31948309440.7478,45000000000.0,45000000000.0,42389411930.28578,2021-05-02T23:00:00.000Z,2021-05-02T00:00:00.000Z,https://coinmarketcap.com/historical/20210502/,45000000000.0,0.7099624320166178
2021-05-02,2021-05,ATOM,3794,23.09726427,210767262.762866,268551865.762866,,4868147168.44425,2021-05-02T23:00:00.000Z,2021-05-02T00:00:00.000Z,https://coinmarketcap.com/historical/20210502/,,
2021-05-02,2021-05,SOL,5426,46.89098709,272637554.18613577,494519289.5059303,,12784244033.404997,2021-05-02T23:00:00.000Z,2021-05-02T00:00:00.000Z,https://coinmarketcap.com/historical/20210502/,,
2021-05-02,2021-05,AVAX,5805,31.30495715,128786595.07763553,382952630.0776355,720000000.0,4031658839.8871217,2021-05-02T23:00:00.000Z,2021-05-02T00:00:00.000Z,https://coinmarketcap.com/historical/20210502/,720000000.0,0.17887027094116045
2021-05-02,2021-05,NEAR,6535,5.27894861,365343579.0,1000000000.0,1000000000.0,1928629977.1764932,2021-05-02T23:00:00.000Z,2021-05-02T00:00:00.000Z,https://coinmarketcap.com/historical/20210502/,,
2021-05-02,2021-05,DOT,6636,36.65453024,934500915.4983342,1070025030.352522,,34253692068.166183,2021-05-02T23:00:00.000Z,2021-05-02T00:00:00.000Z,https://coinmarketcap.com/historical/20210502/,,
2021-06-06,2021-06,BTC,1,35862.37772747,18728612.0,18728612.0,21000000.0,671652557855.134,2021-06-06T23:00:00.000Z,2021-06-06T00:00:00.000Z,https://coinmarketcap.com/historical/20210606/,21000000.0,0.8918386666666667
2021-06-06,2021-06,ETH,1027,2715.09266119,116185328.0615,116185328.0615,,315453931557.77423,2021-06-06T23:00:00.000Z,2021-06-06T00:00:00.000Z,https://coinmarketcap.com/historical/20210606/,,
2021-06-06,2021-06,ADA,2010,1.67824828,31948309440.7478,45000000000.0,45000000000.0,53617195304.137505,2021-06-06T23:00:00.000Z,2021-06-06T00:00:00.000Z,https://coinmarketcap.com/historical/20210606/,45000000000.0,0.7099624320166178
2021-06-06,2021-06,ATOM,3794,15.09888382,210767262.762866,268551865.762866,,3182350413.310567,2021-06-06T23:00:00.000Z,2021-06-06T00:00:00.000Z,https://coinmarketcap.com/historical/20210606/,,
2021-06-06,2021-06,SOL,5426,42.30837824,272637427.57725775,494519161.74206734,,11534847407.952715,2021-06-06T23:00:00.000Z,2021-06-06T00:00:00.000Z,https://coinmarketcap.com/historical/20210606/,,
2021-06-06,2021-06,AVAX,5805,17.40011116,130736351.89754882,384902386.8975488,720000000.0,2274827055.820709,2021-06-06T23:00:00.000Z,2021-06-06T00:00:00.000Z,https://coinmarketcap.com/historical/20210606/,720000000.0,0.18157826652437337
2021-06-06,2021-06,NEAR,6535,3.1996672,395573565.0,1000000000.0,1000000000.0,1265703759.740177,2021-06-06T23:00:00.000Z,2021-06-06T00:00:00.000Z,https://coinmarketcap.com/historical/20210606/,,
2021-06-06,2021-06,DOT,6636,24.20159944,945461319.0037,1080985433.8578877,,22881676131.143772,2021-06-06T23:00:00.000Z,2021-06-06T00:00:00.000Z,https://coinmarketcap.com/historical/20210606/,,
2021-07-04,2021-07,BTC,1,35287.77976616,18747987.0,18747987.0,21000000.0,661574836314.859,2021-07-04T23:00:00.000Z,2021-07-04T00:00:00.000Z,https://coinmarketcap.com/historical/20210704/,21000000.0,0.8927612857142857
2021-07-04,2021-07,ETH,1027,2321.72411157,116560648.999,116560648.999,,270621669241.04282,2021-07-04T23:00:00.000Z,2021-07-04T00:00:00.000Z,https://coinmarketcap.com/historical/20210704/,,
2021-07-04,2021-07,ADA,2010,1.4581844,31946328269.464,32704886184.416,45000000000.0,46583637655.56189,2021-07-04T23:00:00.000Z,2021-07-04T00:00:00.000Z,https://coinmarketcap.com/historical/20210704/,45000000000.0,0.7099184059880889
2021-07-04,2021-07,ATOM,3794,12.26354828,217618497.262621,275403100.262621,,2668774947.7088585,2021-07-04T23:00:00.000Z,2021-07-04T00:00:00.000Z,https://coinmarketcap.com/historical/20210704/,,
2021-07-04,2021-07,SOL,5426,34.31060133,272637427.57725775,494519161.74206734,,9354354086.57438,2021-07-04T23:00:00.000Z,2021-07-04T00:00:00.000Z,https://coinmarketcap.com/historical/20210704/,,
2021-07-04,2021-07,AVAX,5805,12.35010032,172418164.00045115,385922102.3504511,720000000.0,2129381621.6111798,2021-07-04T23:00:00.000Z,2021-07-04T00:00:00.000Z,https://coinmarketcap.com/historical/20210704/,720000000.0,0.23946967222284882
2021-07-04,2021-07,NEAR,6535,2.29144441,411800268.0,1000000000.0,1000000000.0,943617422.8452282,2021-07-04T23:00:00.000Z,2021-07-04T00:00:00.000Z,https://coinmarketcap.com/historical/20210704/,,
2021-07-04,2021-07,DOT,6636,16.01402627,957627382.617465,1088351539.0426528,,15335470065.5019,2021-07-04T23:00:00.000Z,2021-07-04T00:00:00.000Z,https://coinmarketcap.com/historical/20210704/,,
2021-08-01,2021-08,BTC,1,39974.89602594,18773593.0,18773593.0,21000000.0,750472428208.3677,2021-08-01T23:00:00.000Z,2021-08-01T00:00:00.000Z,https://coinmarketcap.com/historical/20210801/,21000000.0,0.893980619047619
